cve_id,commit_hash,repo_url,repo_name,cvss_score,cwe_id,published_date,cvss3_base_severity,epss_score
CVE-2017-5934,70955a8eae091cc88fd9a6e510177e70289ec024,https://github.com/moinwiki/moin-1.9,moinwiki/moin-1.9,6.1,CWE-79,2018-10-15T19:29Z,MEDIUM,0.01924
CVE-2017-7266,3b4da13efabb05970c80f464a50d3c1c12262466,https://github.com/Netflix/security_monkey,Netflix/security_monkey,6.1,CWE-601,2017-03-26T05:59Z,MEDIUM,0.00957
CVE-2017-7481,ed56f51f185a1ffd7ea57130d260098686fcc7c2,https://github.com/ansible/ansible,ansible/ansible,9.8,CWE-20,2018-07-19T13:29Z,CRITICAL,0.04804
CVE-2017-7572,7f208dc547f569b689c888103e3b593a48cd1869,https://github.com/bit-team/backintime,bit-team/backintime,8.1,CWE-362,2017-04-06T18:59Z,HIGH,0.01083
CVE-2017-8342,059ba8dec1f22ccbeab837e288b3833a099cee2d,https://github.com/Kozea/Radicale,Kozea/Radicale,8.1,CWE-362,2017-04-30T15:59Z,HIGH,0.02016
CVE-2017-8342,190b1dd795f0c552a4992445a231da760211183b,https://github.com/Kozea/Radicale,Kozea/Radicale,8.1,CWE-362,2017-04-30T15:59Z,HIGH,0.02016
CVE-2018-1000070,3a8016d31f517775d226aa8b902480f4a3a148a9,https://github.com/Bitmessage/PyBitmessage,Bitmessage/PyBitmessage,8.8,CWE-94,2018-03-13T15:29Z,HIGH,0.02441
CVE-2018-1000089,1a6086f2b58478d71f89bf27eb034ed81aefe5ef,https://github.com/anymail/django-anymail,anymail/django-anymail,7.4,CWE-532,2018-03-13T15:29Z,HIGH,0.01243
CVE-2018-1000559,5a7869f2feaa346853d2a85413d6527c87ef0d9f,https://github.com/qutebrowser/qutebrowser,qutebrowser/qutebrowser,6.1,CWE-79,2018-06-26T16:29Z,MEDIUM,0.01483
CVE-2018-1000809,a3edc09beffa2104f357fe24971ea3211ce40751,https://github.com/privacyidea/privacyidea,privacyidea/privacyidea,7.5,CWE-20,2018-10-08T15:29Z,HIGH,0.01675
CVE-2018-10657,33f469ba19586bbafa0cf2c7d7c35463bdab87eb,https://github.com/matrix-org/synapse,matrix-org/synapse,7.5,CWE-20,2018-05-02T16:29Z,HIGH,0.0151
CVE-2018-10895,43e58ac865ff862c2008c510fc5f7627e10b4660,https://github.com/qutebrowser/qutebrowser,qutebrowser/qutebrowser,8.8,CWE-352,2018-07-12T12:29Z,HIGH,0.01187
CVE-2018-10897,6a8de061f8fdc885e74ebe8c94625bf53643b71c,https://github.com/rpm-software-management/yum-utils,rpm-software-management/yum-utils,8.1,CWE-22,2018-08-01T17:29Z,HIGH,0.0571
CVE-2018-10897,7554c0133eb830a71dc01846037cc047d0acbc2c,https://github.com/rpm-software-management/yum-utils,rpm-software-management/yum-utils,8.1,CWE-22,2018-08-01T17:29Z,HIGH,0.0571
CVE-2018-11757,891896f25c39bc336ef6dda53f80f466ac4ca3c8,https://github.com/apache/incubator-openwhisk-runtime-docker,apache/openwhisk-runtime-docker,9.8,NVD-CWE-noinfo,2018-07-23T17:29Z,CRITICAL,0.06895
CVE-2018-14650,72058f9253e7ed8c7243e2ff76a16d97b03d65ed,https://github.com/sosreport/sos-collector,sosreport/sos-collector,5.0,CWE-276,2018-09-27T20:29Z,MEDIUM,0.00429
CVE-2018-18074,c45d7c49ea75133e52ab22a8e9e13173938e36ff,https://github.com/requests/requests,psf/requests,7.5,CWE-522,2018-10-09T17:29Z,HIGH,0.07443
CVE-2018-19787,6be1d081b49c97cfd7b3fbd934a193b668629109,https://github.com/lxml/lxml,lxml/lxml,6.1,CWE-79,2018-12-02T10:29Z,MEDIUM,0.02438
CVE-2018-20406,a4ae828ee416a66d8c7bf5ee71d653c2cc6a26dd,https://github.com/python/cpython,python/cpython,7.5,CWE-190,2018-12-23T23:29Z,HIGH,0.05789
CVE-2018-20859,5b144559fbdba7ff673cc1c165aa2d343e07b6bd,https://github.com/edx/edx-platform,edx/edx-platform,6.1,CWE-79,2019-07-30T19:15Z,MEDIUM,0.01202
CVE-2018-20954,49b64f62ade9ade3dff9337c7bbc1171eab3d59e,https://github.com/mailpile/Mailpile,mailpile/Mailpile,7.5,CWE-287,2019-08-08T21:15Z,HIGH,0.01148
CVE-2018-6354,5f18eeaaa459bee9a58f70cdf7c46adb1ef34ea7,https://github.com/formspree/formspree,formspree/formspree,6.1,CWE-79,2018-01-27T15:29Z,MEDIUM,0.00749
CVE-2018-6596,c07998304b4a31df4c61deddcb03d3607a04691b,https://github.com/anymail/django-anymail,anymail/django-anymail,9.1,CWE-200,2018-02-03T21:29Z,CRITICAL,0.02609
CVE-2018-6596,db586ede1fbb41dce21310ea28ae15a1cf1286c5,https://github.com/anymail/django-anymail,anymail/django-anymail,9.1,CWE-200,2018-02-03T21:29Z,CRITICAL,0.02609
CVE-2018-7206,1845c0e4b1bff3462c91c3108c85205acd3c75a2,https://github.com/jupyterhub/oauthenticator,jupyterhub/oauthenticator,8.8,NVD-CWE-noinfo,2018-02-18T03:29Z,HIGH,0.01771
CVE-2018-7749,c161e26cdc0d41b745b63d9f17b437f073bf7ba4,https://github.com/ronf/asyncssh,ronf/asyncssh,9.8,CWE-287,2018-03-12T19:29Z,CRITICAL,0.01753
CVE-2018-7750,fa29bd8446c8eab237f5187d28787727b4610516,https://github.com/paramiko/paramiko,paramiko/paramiko,9.8,CWE-287,2018-03-13T18:29Z,CRITICAL,0.27065
CVE-2018-7753,c5df5789ec3471a31311f42c2d19fc2cf21b35ef,https://github.com/mozilla/bleach,mozilla/bleach,9.8,CWE-20,2018-03-07T23:29Z,CRITICAL,0.02195
CVE-2018-7889,aeb5b036a0bf657951756688b3c72bd68b6e4a7d,https://github.com/kovidgoyal/calibre,kovidgoyal/calibre,7.8,CWE-502,2018-03-08T21:29Z,HIGH,0.04593
CVE-2018-8097,f8f7019ffdf9b4e05faf95e1f04e204aa4c91f98,https://github.com/pyeve/eve,pyeve/eve,9.8,CWE-94,2018-03-14T12:29Z,CRITICAL,0.05651
CVE-2019-1010283,a28053045bd2e778c50ed1acaf4e52e1e34f6e34,https://github.com/univention/univention-corporate-server,univention/univention-corporate-server,7.5,CWE-200,2019-07-17T21:15Z,HIGH,0.01449
CVE-2019-10160,8d0ef0b5edeae52960c7ed05ae8a12388324f87e,https://github.com/python/cpython,python/cpython,9.8,CWE-255,2019-06-07T18:29Z,CRITICAL,0.05416
CVE-2019-10682,d8b4615f5fbfe3997d96cf4cb3e342406396193c,https://github.com/relekang/django-nopassword,relekang/django-nopassword,7.5,CWE-522,2020-03-18T15:15Z,HIGH,0.00953
CVE-2019-11340,4e1cfff53429c49c87d5c457a18ed435520044fc,https://github.com/matrix-org/sydent,matrix-org/sydent,5.9,CWE-20,2019-04-19T14:29Z,MEDIUM,0.01861
CVE-2019-12105,4e334d9cf2a1daff685893e35e72398437df3dcb,https://github.com/Supervisor/supervisor,Supervisor/supervisor,8.2,CWE-306,2019-09-10T17:15Z,HIGH,0.02283
CVE-2019-12387,6c61fc4503ae39ab8ecee52d10f10ee2c371d7e2,https://github.com/twisted/twisted,twisted/twisted,6.1,CWE-74,2019-06-10T12:29Z,MEDIUM,0.02523
CVE-2019-14751,f59d7ed8df2e0e957f7f247fe218032abdbe9a10,https://github.com/nltk/nltk,nltk/nltk,7.5,CWE-22,2019-08-22T16:15Z,HIGH,0.05831
CVE-2019-14806,00bc43b1672e662e5e3b8cecd79e67fc968fa246,https://github.com/pallets/werkzeug,pallets/werkzeug,7.5,CWE-331,2019-08-09T15:15Z,HIGH,0.02288
CVE-2019-15149,5924af1566763e48c42028399ea0cd95c457b3dc,https://github.com/dw/mitogen,mitogen-hq/mitogen,9.8,CWE-254,2019-08-18T20:15Z,CRITICAL,0.01632
CVE-2019-16056,8cb65d1381b027f0b09ee36bfed7f35bb4dec9a9,https://github.com/python/cpython,python/cpython,7.5,NVD-CWE-noinfo,2019-09-06T18:15Z,HIGH,0.05418
CVE-2019-16766,13b12995d35b566df08a17257a23863ab6efb0ca,https://github.com/labd/wagtail-2fa,labd/wagtail-2fa,8.8,NVD-CWE-noinfo,2019-11-29T17:15Z,HIGH,0.01162
CVE-2019-16766,a6711b29711729005770ff481b22675b35ff5c81,https://github.com/labd/wagtail-2fa,labd/wagtail-2fa,8.8,NVD-CWE-noinfo,2019-11-29T17:15Z,HIGH,0.01162
CVE-2019-16785,8eba394ad75deaf9e5cd15b78a3d16b12e6b0eba,https://github.com/Pylons/waitress,Pylons/waitress,7.5,CWE-444,2019-12-20T23:15Z,HIGH,0.02714
CVE-2019-16786,f11093a6b3240fc26830b6111e826128af7771c3,https://github.com/Pylons/waitress,Pylons/waitress,7.5,CWE-444,2019-12-20T23:15Z,HIGH,0.02545
CVE-2019-16789,11d9e138125ad46e951027184b13242a3c1de017,https://github.com/Pylons/waitress,Pylons/waitress,8.2,CWE-444,2019-12-26T17:15Z,HIGH,0.02587
CVE-2019-16792,575994cd42e83fd772a5f7ec98b2c56751bd3f65,https://github.com/Pylons/waitress,Pylons/waitress,7.5,CWE-444,2020-01-22T19:15Z,HIGH,0.02122
CVE-2019-18933,0c2cc41d2e40807baa5ee2c72987ebfb64ea2eb6,https://github.com/zulip/zulip,zulip/zulip,9.8,NVD-CWE-noinfo,2019-11-21T23:15Z,CRITICAL,0.01352
CVE-2019-19010,3848ae78de45b35c029cc333963d436b9d2f0a35,https://github.com/ProgVal/Limnoria,ProgVal/Limnoria,9.8,CWE-94,2019-11-16T01:15Z,CRITICAL,0.0171
CVE-2019-19274,a4d78362397fc3bced6ea80fbc7b5f4827aec55e,https://github.com/python/cpython,python/cpython,7.5,CWE-125,2019-11-26T15:15Z,HIGH,0.03255
CVE-2019-19274,dcfcd146f8e6fc5c2fc16a4c192a0c5f5ca8c53c,https://github.com/python/cpython,python/cpython,7.5,CWE-125,2019-11-26T15:15Z,HIGH,0.03255
CVE-2019-19275,a4d78362397fc3bced6ea80fbc7b5f4827aec55e,https://github.com/python/cpython,python/cpython,7.5,CWE-125,2019-11-26T15:15Z,HIGH,0.03255
CVE-2019-19275,dcfcd146f8e6fc5c2fc16a4c192a0c5f5ca8c53c,https://github.com/python/cpython,python/cpython,7.5,CWE-125,2019-11-26T15:15Z,HIGH,0.03255
CVE-2019-20916,a4c735b14a62f9cb864533808ac63936704f2ace,https://github.com/gzpan123/pip,gzpan123/pip,7.5,CWE-22,2020-09-04T20:15Z,HIGH,0.03028
CVE-2020-10378,6a83e4324738bb0452fbe8074a995b1c73f08de7,https://github.com/python-pillow/Pillow,python-pillow/Pillow,5.5,CWE-125,2020-06-25T19:15Z,MEDIUM,0.01105
CVE-2020-10379,46f4a349b88915787fea3fb91348bb1665831bbb,https://github.com/python-pillow/Pillow,python-pillow/Pillow,7.8,CWE-120,2020-06-25T19:15Z,HIGH,0.01129
CVE-2020-11001,61045ceefea114c40ac4b680af58990dbe732389,https://github.com/wagtail/wagtail,wagtail/wagtail,6.8,CWE-79,2020-04-14T23:15Z,MEDIUM,0.01273
CVE-2020-11010,91c364053e0ddf77edc5442914c6f049512678b3,https://github.com/tortoise/tortoise-orm,tortoise/tortoise-orm,8.8,CWE-89,2020-04-20T22:15Z,HIGH,0.01038
CVE-2020-11014,ea3912c3d508ba81b280ef7d78648464f7f76fb8,https://github.com/simpleledger/Electron-Cash-SLP,simpleledger/Electron-Cash-SLP,8.6,NVD-CWE-noinfo,2020-04-28T20:15Z,HIGH,0.01569
CVE-2020-11054,021ab572a319ca3db5907a33a59774f502b3b975,https://github.com/qutebrowser/qutebrowser,qutebrowser/qutebrowser,3.5,CWE-684,2020-05-07T21:15Z,LOW,0.01282
CVE-2020-11054,1b7946ed14b386a24db050f2d6dba81ba6518755,https://github.com/qutebrowser/qutebrowser,qutebrowser/qutebrowser,3.5,CWE-684,2020-05-07T21:15Z,LOW,0.01282
CVE-2020-11075,e41786901f097fd32104447a45864073105d37db,https://github.com/anchore/anchore-engine,anchore/anchore-engine,9.9,NVD-CWE-Other,2020-05-27T22:15Z,CRITICAL,0.01836
CVE-2020-11078,a1457cc31f3206cf691d11d2bf34e98865873e9e,https://github.com/httplib2/httplib2,httplib2/httplib2,6.8,CWE-93,2020-05-20T16:15Z,MEDIUM,0.02593
CVE-2020-11093,55056f22c83b7c3520488b615e1577e0f895d75a,https://github.com/hyperledger/indy-node,hyperledger/indy-node,7.5,CWE-347,2020-12-24T20:15Z,HIGH,0.00933
CVE-2020-11932,7db70650feaf513d7fb6f1ca07f2d670a0890613,https://github.com/CanonicalLtd/subiquity,canonical/subiquity,2.3,CWE-532,2020-05-13T01:15Z,LOW,0.00592
CVE-2020-12607,4a16daeaf139be20654ef58a9fe4c79dc030458c,https://github.com/AntonKueltz/fastecdsa,AntonKueltz/fastecdsa,7.5,CWE-347,2020-06-02T21:15Z,HIGH,0.01268
CVE-2020-12607,7b64e3efaa806b4daaf73bb5172af3581812f8de,https://github.com/AntonKueltz/fastecdsa,AntonKueltz/fastecdsa,7.5,CWE-347,2020-06-02T21:15Z,HIGH,0.01268
CVE-2020-12607,e592f106edd5acf6dacedfab2ad16fe6c735c9d1,https://github.com/AntonKueltz/fastecdsa,AntonKueltz/fastecdsa,7.5,CWE-347,2020-06-02T21:15Z,HIGH,0.01268
CVE-2020-12889,3ccde66dab4096ab5663e69f352992cc73e1160b,https://github.com/MISP/MISP-maltego,MISP/MISP-maltego,9.8,NVD-CWE-noinfo,2020-05-15T18:15Z,CRITICAL,0.0123
CVE-2020-15093,2977188139d065ff3356c3cb4aec60c582b57e0e,https://github.com/theupdateframework/tuf,theupdateframework/tuf,8.6,CWE-347,2020-07-09T19:15Z,HIGH,0.01357
CVE-2020-15100,18bbf2043e53f69e0119d24f8ae4edb274afb9b2,https://github.com/schokokeksorg/freewvs,schokokeksorg/freewvs,3.3,CWE-400,2020-07-14T20:15Z,LOW,0.00324
CVE-2020-15101,83a6b55c0435c69f447488b791555e6078803143,https://github.com/schokokeksorg/freewvs,schokokeksorg/freewvs,3.3,CWE-400,2020-07-14T22:15Z,LOW,0.00597
CVE-2020-15105,454fd9842fa6e8bb772dbf0943976bc8e3335359,https://github.com/Bouke/django-two-factor-auth,Bouke/django-two-factor-auth,5.4,CWE-312,2020-07-10T21:15Z,MEDIUM,0.00579
CVE-2020-15110,3dfe870a7f5e98e2e398b01996ca6b8eff4bb1d0,https://github.com/jupyterhub/kubespawner,jupyterhub/kubespawner,8.1,CWE-863,2020-07-17T21:15Z,HIGH,0.00889
CVE-2020-15118,d9a41e7f24d08c024acc9a3094940199df94db34,https://github.com/wagtail/wagtail,wagtail/wagtail,5.4,CWE-79,2020-07-20T18:15Z,MEDIUM,0.01083
CVE-2020-15120,8d77cf5d5646e1d2d8ded13f0660638f57e98471,https://github.com/spiral-project/ihatemoney,spiral-project/ihatemoney,4.9,CWE-863,2020-07-27T18:15Z,MEDIUM,0.01029
CVE-2020-15141,3e7dfae5d0b3685abf1ede1bc6c086a116ac4746,https://github.com/triaxtec/openapi-python-client,openapi-generators/openapi-python-client,4.1,CWE-22,2020-08-14T17:15Z,MEDIUM,0.00944
CVE-2020-15142,f7a56aae32cba823a77a84a1f10400799b19c19a,https://github.com/triaxtec/openapi-python-client,openapi-generators/openapi-python-client,9.0,CWE-94,2020-08-14T17:15Z,CRITICAL,0.0158
CVE-2020-15163,3d342e648fbacdf43a13d7ba8886aaaf07334af7,https://github.com/theupdateframework/tuf,theupdateframework/tuf,8.2,CWE-863,2020-09-09T18:15Z,HIGH,0.00553
CVE-2020-15172,6b9f3b862e1f0a5429c62f3090f814e53a242347,https://github.com/zephyrkul/FluffyCogs,zephyrkul/FluffyCogs,8.8,CWE-502,2020-09-15T19:15Z,HIGH,0.01825
CVE-2020-15225,340cf7a23a2b3dcd7183f6a0d6c383e85b130d2b,https://github.com/carltongibson/django-filter,carltongibson/django-filter,6.5,CWE-681,2021-04-29T21:15Z,MEDIUM,0.01797
CVE-2020-15235,f3dc89b9f6ab1544a289b3efc06699b13d63e0bd,https://github.com/ractf/core,ractf/core,7.5,CWE-200,2020-10-05T16:15Z,HIGH,0.01019
CVE-2020-15239,82056540191e89f0cd697c81f57714c00962ed75,https://github.com/horazont/xmpp-http-upload,horazont/xmpp-http-upload,3.5,CWE-22,2020-10-06T19:15Z,LOW,0.01489
CVE-2020-15271,72fe36b784b234548d49dae60b840c37f0eb8d84,https://github.com/d0c-s4vage/lookatme,d0c-s4vage/lookatme,8.8,CWE-78,2020-10-26T18:15Z,HIGH,0.0198
CVE-2020-15275,31de9139d0aabc171e94032168399b4a0b2a88a2,https://github.com/moinwiki/moin-1.9,moinwiki/moin-1.9,5.4,CWE-79,2020-11-11T16:15Z,MEDIUM,0.01725
CVE-2020-15278,726bfd38adfdfaef760412a68e01447b470f438b,https://github.com/Cog-Creators/Red-DiscordBot,Cog-Creators/Red-DiscordBot,7.5,CWE-863,2020-10-28T17:15Z,HIGH,0.01065
CVE-2020-25646,233d1afc296f6770e905a1785ee2f35af7605e43,https://github.com/ansible-collections/community.crypto,ansible-collections/community.crypto,7.5,CWE-116,2020-10-29T20:15Z,HIGH,0.01385
CVE-2020-26137,1dd69c5c5982fae7c87a620d487c2ebf7a6b436b,https://github.com/urllib3/urllib3,urllib3/urllib3,6.5,CWE-74,2020-09-30T18:15Z,MEDIUM,0.02269
CVE-2020-26205,145bb72daf8460bdedbbc9fb708d346283e7a568,https://github.com/salopensource/sal,salopensource/sal,5.4,CWE-79,2020-10-29T20:15Z,MEDIUM,0.00665
CVE-2020-26214,2bfa31779a4c9df2fa68fa4d0c5c909698c5ef65,https://github.com/alerta/alerta,alerta/alerta,9.8,CWE-287,2020-11-06T18:15Z,CRITICAL,0.65933
CVE-2020-26232,3d83e49090289c431da253e2bdb8dc479cbcb157,https://github.com/jupyter-server/jupyter_server,jupyter-server/jupyter_server,5.4,CWE-601,2020-11-24T21:15Z,MEDIUM,0.00823
CVE-2020-26236,a603769010abf8c1bede91af46e4945314e4aa4a,https://github.com/ScratchVerifier/ScratchVerifier,ScratchVerifier/ScratchVerifier,7.5,CWE-287,2020-11-20T18:15Z,HIGH,0.00936
CVE-2020-26244,62f8d753fa17c8b1f29f8be639cf0b33afb02498,https://github.com/OpenIDC/pyoidc,OpenIDC/pyoidc,6.8,CWE-347,2020-12-02T20:15Z,MEDIUM,0.00815
CVE-2020-26250,a4aac191c16cf6281f3d346615aefa75702b02d7,https://github.com/jupyterhub/oauthenticator,jupyterhub/oauthenticator,6.3,CWE-863,2020-12-01T21:15Z,MEDIUM,0.01108
CVE-2020-26251,952269269f1b629fce9c94485f83ac13f31d6c46,https://github.com/open-zaak/open-zaak,open-zaak/open-zaak,4.7,CWE-346,2020-12-18T18:15Z,MEDIUM,0.00447
CVE-2020-26257,3ce2f303f15f6ac3dc352298972dc6e04d9b7a8b,https://github.com/matrix-org/synapse,matrix-org/synapse,6.5,CWE-400,2020-12-09T19:15Z,MEDIUM,0.02363
CVE-2020-26261,a4d08fd2ade1cfd0ef2c29dc221e649345f23580,https://github.com/jupyterhub/systemdspawner,jupyterhub/systemdspawner,7.9,CWE-668,2020-12-09T17:15Z,HIGH,0.00471
CVE-2020-26263,c28d6d387bba59d8bd5cb3ba15edc42edf54b368,https://github.com/tlsfuzzer/tlslite-ng,tlsfuzzer/tlslite-ng,7.5,CWE-326,2020-12-21T17:15Z,HIGH,0.01276
CVE-2020-26275,85e4abccf6ea9321d29153f73b0bd72ccb3a6bca,https://github.com/jupyter-server/jupyter_server,jupyter-server/jupyter_server,6.1,CWE-601,2020-12-21T18:15Z,MEDIUM,0.01351
CVE-2020-26759,3e990547e064b8fca916b23a0f7d6fe8c63c7f6b,https://github.com/mymarilyn/clickhouse-driver,mymarilyn/clickhouse-driver,9.8,CWE-120,2021-01-06T13:15Z,CRITICAL,0.02556
CVE-2020-26759,d708ed548e1d6f254ba81a21de8ba543a53b5598,https://github.com/mymarilyn/clickhouse-driver,mymarilyn/clickhouse-driver,9.8,CWE-120,2021-01-06T13:15Z,CRITICAL,0.02556
CVE-2020-27619,2ef5caa58febc8968e670e39e3d37cf8eef3cab8,https://github.com/python/cpython,python/cpython,9.8,NVD-CWE-noinfo,2020-10-22T03:16Z,CRITICAL,0.08413
CVE-2020-35605,82c137878c2b99100a3cdc1c0f0efea069313901,https://github.com/kovidgoyal/kitty,kovidgoyal/kitty,9.8,NVD-CWE-Other,2020-12-21T20:15Z,CRITICAL,0.03608
CVE-2020-36324,4b7e1d6a3a52ec6cf826a971135a38b0f74785d2,https://github.com/wikimedia/analytics-quarry-web,wikimedia/analytics-quarry-web,6.1,CWE-79,2021-04-21T20:15Z,MEDIUM,0.00626
CVE-2020-5224,f0c4077e7d1436ba6d721af85cee89222ca5d2d9,https://github.com/jazzband/django-user-sessions,jazzband/django-user-sessions,8.8,CWE-326,2020-01-24T20:15Z,HIGH,0.00439
CVE-2020-5227,f57a01b20fa4aaaeccfa417f28e66b4084b9d0cf,https://github.com/lkiesow/python-feedgen,lkiesow/python-feedgen,7.5,CWE-776,2020-01-28T23:15Z,HIGH,0.01635
CVE-2020-5236,6e46f9e3f014d64dd7d1e258eaf626e39870ee1f,https://github.com/Pylons/waitress,Pylons/waitress,6.5,CWE-400,2020-02-04T03:15Z,MEDIUM,0.0262
CVE-2020-5240,ac23550d33b7436e90e3beea904647907eba5b74,https://github.com/labd/wagtail-2fa,labd/wagtail-2fa,8.5,CWE-863,2020-03-13T22:15Z,HIGH,0.00805
CVE-2020-5390,5e9d5acbcd8ae45c4e736ac521fd2df5b1c62e25,https://github.com/IdentityPython/pysaml2,IdentityPython/pysaml2,7.5,CWE-347,2020-01-13T19:15Z,HIGH,0.01207
CVE-2020-5390,f27c7e7a7010f83380566a219fd6a290a00f2b6e,https://github.com/IdentityPython/pysaml2,IdentityPython/pysaml2,7.5,CWE-347,2020-01-13T19:15Z,HIGH,0.01207
CVE-2020-7212,a74c9cfbaed9f811e7563cfc3dce894928e0221a,https://github.com/urllib3/urllib3,urllib3/urllib3,7.5,CWE-400,2020-03-06T20:15Z,HIGH,0.03288
CVE-2020-7471,eb31d845323618d688ad429479c6dda973056136,https://github.com/django/django,django/django,9.8,CWE-89,2020-02-03T12:15Z,CRITICAL,0.65336
CVE-2020-7698,e8446605eb2424717418eae199ec7aad573da2d2,https://github.com/Gerapy/Gerapy,Gerapy/Gerapy,9.8,CWE-74,2020-07-29T13:15Z,CRITICAL,0.01694
CVE-2020-7964,233b8890c60fa6d90daf99e4d90fea85867732c3,https://github.com/mirumee/saleor,mirumee/saleor,5.3,CWE-200,2020-01-24T20:15Z,MEDIUM,0.01083
CVE-2020-8545,e808840f957c810b8e3944cba808716dc722581b,https://github.com/CIRCL/AIL-framework,CIRCL/AIL-framework,7.5,CWE-22,2020-02-03T16:15Z,HIGH,0.01319
CVE-2021-21236,cfc9175e590531d90384aa88845052de53d94bf3,https://github.com/Kozea/CairoSVG,Kozea/CairoSVG,5.5,CWE-400,2021-01-06T17:15Z,MEDIUM,0.01466
CVE-2021-21238,1d8fd268f5bf887480a403a7a5ef8f048157cc14,https://github.com/IdentityPython/pysaml2,IdentityPython/pysaml2,6.5,CWE-347,2021-01-21T15:15Z,MEDIUM,0.01078
CVE-2021-21239,46578df0695269a16f1c94171f1429873f90ed99,https://github.com/IdentityPython/pysaml2,IdentityPython/pysaml2,6.5,CWE-347,2021-01-21T15:15Z,MEDIUM,0.0118
CVE-2021-21240,bd9ee252c8f099608019709e22c0d705e98d26bc,https://github.com/httplib2/httplib2,httplib2/httplib2,7.5,CWE-400,2021-02-08T20:15Z,HIGH,0.03876
CVE-2021-21273,30fba6210834a4ecd91badf0c8f3eb278b72e746,https://github.com/matrix-org/synapse,matrix-org/synapse,6.1,CWE-601,2021-02-26T18:15Z,MEDIUM,0.01809
CVE-2021-21274,ff5c4da1289cb5e097902b3e55b771be342c29d6,https://github.com/matrix-org/synapse,matrix-org/synapse,6.5,CWE-400,2021-02-26T18:15Z,MEDIUM,0.02164
CVE-2021-21329,c57a4d186bfc586ad3edfe4dcba9f11efbf22f09,https://github.com/ractf/core,ractf/core,9.8,CWE-287,2021-03-08T18:15Z,CRITICAL,0.01461
CVE-2021-21329,cebb67bd16a8296121201805332365ffccb29638,https://github.com/ractf/core,ractf/core,9.8,CWE-287,2021-03-08T18:15Z,CRITICAL,0.01461
CVE-2021-21330,2545222a3853e31ace15d87ae0e2effb7da0c96b,https://github.com/aio-libs/aiohttp,aio-libs/aiohttp,6.1,CWE-601,2021-02-26T03:15Z,MEDIUM,0.01905
CVE-2021-21332,e54746bdf7d5c831eabe4dcea76a7626f1de73df,https://github.com/matrix-org/synapse,matrix-org/synapse,8.2,CWE-79,2021-03-26T20:15Z,HIGH,0.01221
CVE-2021-21333,e54746bdf7d5c831eabe4dcea76a7626f1de73df,https://github.com/matrix-org/synapse,matrix-org/synapse,6.1,CWE-74,2021-03-26T20:15Z,MEDIUM,0.01392
CVE-2021-21336,2dad81128250cb2e5d950cddc9d3c0314a80b4bb,https://github.com/zopefoundation/Products.PluggableAuthService,zopefoundation/Products.PluggableAuthService,6.5,CWE-200,2021-03-08T21:15Z,MEDIUM,0.01505
CVE-2021-21337,7eead067898852ebd3e0f143bc51295928528dfa,https://github.com/zopefoundation/Products.PluggableAuthService,zopefoundation/Products.PluggableAuthService,6.1,CWE-601,2021-03-08T21:15Z,MEDIUM,0.08443
CVE-2021-21354,6db74a4fcbff258c7cdf51a6ff0724fc10c485e5,https://github.com/mozilla/PollBot,mozilla/PollBot,6.1,CWE-601,2021-03-08T19:15Z,MEDIUM,0.01365
CVE-2021-21360,700319512b3615b3871a1f24e096cf66dc488c57,https://github.com/zopefoundation/Products.GenericSetup,zopefoundation/Products.GenericSetup,5.3,CWE-200,2021-03-09T01:15Z,MEDIUM,0.01525
CVE-2021-21371,f8c2095fd529e664e7fa25403a0a4a85bb3907d0,https://github.com/tenable/integration-jira-cloud,tenable/integration-jira-cloud,8.6,CWE-502,2021-03-10T22:15Z,HIGH,0.00452
CVE-2021-21376,952f8e5d28532fbb14fb665982211329d137908c,https://github.com/ome/omero-web,ome/omero-web,6.5,CWE-200,2021-03-23T16:15Z,MEDIUM,0.01457
CVE-2021-21377,952f8e5d28532fbb14fb665982211329d137908c,https://github.com/ome/omero-web,ome/omero-web,5.4,CWE-601,2021-03-23T16:15Z,MEDIUM,0.00826
CVE-2021-21386,a966e781499ff6fd4eea66876d7532301b13a382,https://github.com/dwisiswant0/apkleaks,dwisiswant0/apkleaks,9.8,CWE-78,2021-03-24T21:15Z,CRITICAL,0.02307
CVE-2021-21431,7c96d400358221e59135f0a0be0744f3fad73856,https://github.com/MirahezeBots/sopel-channelmgnt,MirahezeBots/sopel-channelmgnt,8.1,CWE-20,2021-04-09T16:15Z,HIGH,0.01072
CVE-2021-21433,26e2a084679679cccdeeabbb6889ce120eff7e50,https://github.com/DEMON1A/Discord-Recon,DEMON1A/Discord-Recon,8.8,CWE-94,2021-04-09T18:15Z,HIGH,0.0296
CVE-2021-25925,9f42426727e16609ad3d1337f6637588b8ed28e4,https://github.com/SiCKRAGE/SiCKRAGE,SiCKRAGE/SiCKRAGE,5.4,CWE-79,2021-04-12T14:15Z,MEDIUM,0.0066
CVE-2021-25926,9f42426727e16609ad3d1337f6637588b8ed28e4,https://github.com/SiCKRAGE/SiCKRAGE,SiCKRAGE/SiCKRAGE,6.1,CWE-79,2021-04-12T14:15Z,MEDIUM,0.0082
CVE-2021-27213,dbeb87afefdb63de2f4cff69b6f10c5965d14b54,https://github.com/cvandeplas/pystemon,cvandeplas/pystemon,9.8,CWE-502,2021-02-14T04:15Z,CRITICAL,0.02614
